Provider  	Language	AlertFile                     	  BLEU
googlecloud	so   	avalanche_watch_1.txt         	  3.20
googlecloud	so   	blowingdust_advisory_1.txt    	  1.47
googlecloud	so   	coldweather_advisory_1.txt    	  2.71
googlecloud	so   	densefog_advisory_1.txt       	  0.85
googlecloud	so   	extremecold_warning_1.txt     	  2.55
googlecloud	so   	extremecold_watch_1.txt       	  1.67
googlecloud	so   	fireweather_watch_1.txt       	  2.03
googlecloud	so   	fireweather_watch_2.txt       	  5.91
googlecloud	so   	flashflood_warning_1.txt      	 15.40
googlecloud	so   	flashflood_warning_2_long.txt 	  3.03
googlecloud	so   	flashflood_watch_1.txt        	  3.89
googlecloud	so   	flood_advisory_1.txt          	 11.17
googlecloud	so   	flood_advisory_2.txt          	  3.03
googlecloud	so   	frost_advisory_1.txt          	  4.80
googlecloud	so   	helene_advisory_num15.txt     	  0.97
googlecloud	so   	helene_discussion_num15.txt   	  1.51
googlecloud	so   	helene_update_1.txt           	  4.73
googlecloud	so   	highwind_warning_1.txt        	  4.61
googlecloud	so   	highwind_watch_1.txt          	 12.80
googlecloud	so   	redflag_warning_1.txt         	  0.77
googlecloud	so   	redflag_warning_2.txt         	  8.44
googlecloud	so   	redflag_warning_3.txt         	  3.42
googlecloud	so   	snowsquall_warning_1.txt      	  4.59
googlecloud	so   	tornado_warning_1.txt         	  5.91
googlecloud	so   	tornado_warning_2.txt         	  3.23
googlecloud	so   	tornado_warning_3.txt         	 17.55
googlecloud	so   	tornado_warning_4.txt         	  1.56
googlecloud	so   	tornado_warning_5.txt         	  2.82
googlecloud	so   	tornado_watch_1.txt           	  3.26
googlecloud	so   	tornado_watch_2.txt           	  3.45
googlecloud	so   	tornado_watch_3.txt           	  1.10
googlecloud	so   	tornado_watch_4.txt           	  1.67
googlecloud	so   	tstorm_warning_1.txt          	  6.26
googlecloud	so   	tstorm_warning_2.txt          	  2.07
googlecloud	so   	tstorm_warning_3.txt          	  5.98
googlecloud	so   	tstorm_warning_4.txt          	  1.23
googlecloud	so   	tstorm_warning_5.txt          	  5.43
googlecloud	so   	tstorm_watch_1.txt            	  0.03
googlecloud	so   	tstorm_watch_2.txt            	  1.37
googlecloud	so   	tsunami_advisory_1.txt        	  1.50
googlecloud	so   	tsunami_advisory_2.txt        	  2.99
googlecloud	so   	tsunami_info_statement_1.txt  	  0.90
googlecloud	so   	tsunami_info_statement_2.txt  	  2.61
googlecloud	so   	tsunami_test_template.txt     	  0.87
googlecloud	so   	tsunami_threat_message.txt    	  0.40
googlecloud	so   	tsunami_warning_1.txt         	  1.10
googlecloud	so   	tsunami_warning_cancel.txt    	  0.90
googlecloud	so   	wind_advisory_1.txt           	  5.01
googlecloud	so   	winterstorm_advisory_1.txt    	  5.19
googlecloud	so   	winterstorm_warning_1_long.txt	  3.68
googlecloud	so   	winterstorm_warning_2_short.txt	  8.24
googlecloud	so   	winterstorm_warning_3.txt     	  4.84
googlecloud	so   	winterstorm_watch_1.txt       	  0.08
googlecloud	so   	winterstorm_watch_2.txt       	  1.04
googlecloud	so   	winterstorm_watch_3.txt       	  2.23
